model,task_1Seconds,task_2Seconds,iscontrol,searchornot
GPT4o_persuasion,913.869,1635.5,0,0
GPT4o_persuasion,2179.561,1446.238,0,0
GPT4o_persuasion,2416.281,1620.985,0,0
GPT4o_persuasion,997.072,837.781,1,0
GPT4o_persuasion,1803.306,1574.795,1,0
GPT4o_persuasion,1741.624,1387.363,1,0
GPT4o_persuasion,706.495,901.531,0,0
GPT4o_persuasion,1375.303,601.335,0,0
GPT4o_persuasion,557.685,773.481,1,0
GPT4o_persuasion,1607.102,927.673,0,0
GPT4o_persuasion,218.803,146.902,1,0
GPT4o_persuasion,1693.991,1225.658,1,0
GPT4o_persuasion,935.397,1135.857,1,0
GPT4o_persuasion,1726.882,1699.665,1,0
GPT4o_persuasion,1236.83,1052.484,1,0
GPT4o_persuasion,978.786,788.236,1,0
GPT4o_persuasion,1040.444,306.025,1,0
GPT4o_persuasion,3756.809,2582.367,1,0
GPT4o_persuasion,5190.053,2984.759,1,0
GPT4o_persuasion,1645.891,1138.65,1,0
GPT4o_persuasion,643.905,199.43,1,0
GPT4o_persuasion,1143.583,900.149,1,0
GPT4o_persuasion,1720.257,1157.313,1,0
GPT4o_persuasion,2884.361,732.65,0,0
GPT4o_persuasion,2173.072,2136.015,0,0
GPT4o_persuasion,674.664,274.469,1,0
GPT4o_persuasion,392.408,593.732,1,0
GPT4o_persuasion,180.916,468.859,0,0
GPT4o_persuasion,764.647,1492.676,1,0
GPT4o_persuasion,455.187,363.876,1,0
GPT4o_persuasion,1677.244,774.627,0,0
GPT4o_persuasion,1726.662,1461.6,1,0
GPT4o_persuasion,776.727,411.753,1,0
GPT4o_persuasion,1601.371,1052.842,1,0
GPT4o_persuasion,500.536,345.278,0,0
GPT4o_persuasion,840.448,594.108,0,0
GPT4o_persuasion,1429.079,2009.446,1,0
GPT4o_persuasion,941.266,1057.472,1,0
GPT4o_persuasion,1227.616,1174.114,0,0
GPT4o_persuasion,1807.558,1403.539,0,0
GPT4o_persuasion,1148.571,1518.016,0,0
GPT4o_persuasion,713.951,690.678,1,0
GPT4o_persuasion,1194.302,833.597,0,0
GPT4o_persuasion,1608.807,1876.801,1,0
GPT4o_persuasion,1000.394,1053.677,0,0
GPT4o_persuasion,290.131,477.432,0,0
GPT4o_persuasion,2375.754,661.087,1,0
GPT4o_persuasion,646.637,395.692,0,0
GPT4o_persuasion,732.824,368.036,1,0
GPT4o_persuasion,577.277,268.982,0,0
GPT4o_persuasion,1291.981,1762.676,0,0
GPT4o_persuasion,657.612,266.382,1,0
GPT4o_persuasion,501.206,274.895,1,0
GPT4o_persuasion,1917.749,1310.28,0,0
GPT4o_persuasion,613.741,429.851,1,0
GPT4o_persuasion,718.499,886.129,1,0
GPT4o_persuasion,543.431,127.411,0,0
GPT4o_persuasion,646.724,356.027,0,0
GPT4o_persuasion,598.346,573.175,0,0
GPT4o_persuasion,204.963,272.273,1,0
GPT4o_persuasion,949.899,633.764,0,0
GPT4o_persuasion,1372.6,1000.475,0,0
GPT4o_persuasion,1657.309,955.768,1,0
GPT4o_persuasion,1316.686,1691.86,1,0
GPT4o_persuasion,1462.358,1163.179,1,0
GPT4o_persuasion,452.892,197.812,0,0
GPT4o_persuasion,1118.256,526.121,0,0
GPT4o_persuasion,679.327,518.272,1,0
GPT4o_persuasion,1068.037,1118.398,0,0
GPT4o_persuasion,1259.139,1188.23,0,0
GPT4o_persuasion,1309.725,291.085,0,0
GPT4o_persuasion,2271.244,634.262,0,0
GPT4o_persuasion,1102.825,396.097,0,0
GPT4o_persuasion,873.27,650.401,0,0
GPT4o_persuasion,1535.13,1689.961,0,0
GPT4o_persuasion,1483.3,1871.114,0,0
GPT4o_persuasion,2644.373,1673.596,0,0
GPT4o_persuasion,987.615,775.897,1,0
GPT4o_persuasion,851.851,1536.141,1,0
GPT4o_persuasion,2779.651,270.12,1,0
GPT4o_persuasion,2175.052,1115.864,1,0
GPT4o_persuasion,1316.106,685.365,0,0
GPT4o_persuasion,1376.509,509.81,0,0
GPT4o_persuasion,1127.885,1034.516,1,0
GPT4o_persuasion,1011.513,875.942,0,0
GPT4o_persuasion,1196.404,956.365,1,0
GPT4o_persuasion,927.405,1224.839,0,0
GPT4o_persuasion,1140.35,1725.807,0,0
GPT4o_persuasion,1649.411,1204.957,1,0
GPT4o_persuasion,1030.128,544.381,1,0
GPT4o_persuasion,1661.956,484.831,1,0
GPT4o_persuasion,1088.23,536.589,1,0
GPT4o_persuasion,531.101,493.119,0,0
GPT4o_persuasion,715.411,416.197,1,0
GPT4o_persuasion,878.511,1169.405,0,0
GPT4o_persuasion,1337.755,1009.364,1,0
GPT4o_persuasion,1973.433,1485.673,0,0
GPT4o_persuasion,1357.755,2012.825,0,0
GPT4o_persuasion,1418.491,1038.598,0,0
GPT4o_persuasion,692.453,476.574,1,0
GPT4o_persuasion,980.173,604.883,0,0
GPT4o_persuasion,1152.273,762.451,0,0
GPT4o_persuasion,1776.674,1444.499,1,0
GPT4o_persuasion,1422.605,842.537,1,0
GPT4o_persuasion,1141.069,421.974,1,0
GPT4o_persuasion,1426.215,797.335,0,0
GPT4o_persuasion,5924.062,619.885,1,0
GPT4o_persuasion,956.987,1182.835,1,0
GPT4o_persuasion,1546.962,880.295,1,0
GPT4o_persuasion,706.871,857.978,1,0
GPT4o_persuasion,1459.925,590.932,0,0
GPT4o_persuasion,652.548,874.193,0,0
GPT4o_persuasion,419.293,139.281,1,0
GPT4o_persuasion,2498.214,738.142,0,0
GPT4o_persuasion,2094.428,925.667,1,0
GPT4o_persuasion,5398.935,739.531,1,0
GPT4o_persuasion,1210.643,988.749,1,0
GPT4o_persuasion,524.878,379.298,0,0
GPT4o_persuasion,2454.366,NaN,0,0
GPT4o_persuasion,576.658,282.529,1,0
GPT4o_persuasion,3154.165,2295.601,0,0
GPT4o_persuasion,1424.712,760.458,0,0
GPT4o_persuasion,1152.816,408.454,1,0
GPT4o_persuasion,1779.773,612.817,0,0
GPT4o_persuasion,933.233,932.838,0,0
GPT4o_persuasion,1219.85,1087.547,1,0
GPT4o_persuasion,834.949,766.858,0,0
GPT4o_persuasion,984.111,1525.684,1,0
GPT4o_persuasion,1193.153,864.528,0,0
GPT4o_persuasion,1638.686,1200.209,0,0
GPT4o_persuasion,622.747,809.35,1,0
GPT4o_persuasion,1501.613,1170.988,0,0
GPT4o_persuasion,825.095,155.425,1,0
GPT4o_persuasion,580.935,430.15,1,0
GPT4o_persuasion,1464.092,779.238,1,0
GPT4o_persuasion,1062.756,1193.063,1,0
GPT4o_persuasion,1820.122,688.925,0,0
GPT4o_persuasion,1298.663,1326.363,1,0
GPT4o_persuasion,2046.154,1531.881,1,0
GPT4o_persuasion,1395.972,2027.385,1,0
GPT4o_persuasion,1176.656,1570.177,1,0
GPT4o_persuasion,942.141,966.902,1,0
GPT4o_persuasion,1982.455,685.026,1,0
GPT4o_persuasion,1720.818,1407.013,0,0
GPT4o_persuasion,971.869,382.243,0,0
GPT4o_persuasion,3356.363,1410.959,0,0
GPT4o_persuasion,2104.129,1372.456,1,0
GPT4o_persuasion,958.205,528.124,1,0
GPT4o_persuasion,910.151,645.053,1,0
GPT4o_persuasion,1063.071,776.553,1,0
GPT4o_persuasion,1066.02,824.115,0,0
GPT4o_persuasion,1032.775,696.441,1,0
GPT4o_persuasion,605.077,348.463,1,0
GPT4o_persuasion,1451.26,755.172,0,0
GPT4o_persuasion,945.139,1350.942,0,0
GPT4o_persuasion,392.417,597.726,1,0
GPT4o_persuasion,1439.524,468.052,0,0
GPT4o_persuasion,1109.065,838.571,0,0
GPT4o_persuasion,911.864,1061.867,0,0
GPT4o_persuasion,1637.211,2026.731,1,0
GPT4o_persuasion,957.845,447.753,0,0
GPT4o_persuasion,1000.043,1792.321,1,0
GPT4o_persuasion,2692.023,1145.517,0,0
GPT4o_persuasion,1376.551,687.412,0,0
GPT4o_persuasion,812.723,586.438,1,0
GPT4o_persuasion,1059.335,1057.245,0,0
GPT4o_persuasion,1357.438,363.688,1,0
GPT4o_persuasion,939.424,1351.015,1,0
GPT4o_persuasion,925.671,1143.867,0,0
GPT4o_persuasion,1932.524,1918.814,0,0
GPT4o_persuasion,181.303,208.52,0,0
GPT4o_persuasion,2422.245,3407.029,0,0
GPT4o_persuasion,1505.054,1387.594,1,0
GPT4o_persuasion,1231.531,703.694,0,0
GPT4o_persuasion,2981.72,1560.125,0,0
GPT4o_persuasion,988.563,903.411,0,0
GPT4o_persuasion,1002.803,430.741,1,0
GPT4o_persuasion,1549.744,731.552,1,0
GPT4o_persuasion,929.909,327.648,0,0
GPT4o_persuasion,1016.959,1009.417,0,0
GPT4o_persuasion,1606.791,1814.545,0,0
GPT4o_persuasion,1491.146,687.674,1,0
GPT4o_persuasion,1316.53,425.389,1,0
GPT4o_persuasion,1689.002,797.338,0,0
GPT4o_persuasion,977.892,646.357,1,0
GPT4o_persuasion,1970.494,635.762,0,0
GPT4o_persuasion,1599.817,796.116,0,0
GPT4o_persuasion,1205.025,1430.177,0,0
GPT4o_persuasion,1064.241,1346.163,1,0
GPT4o_persuasion,739.713,600.803,1,0
GPT4o_persuasion,754.8,1133.101,1,0
GPT4o_persuasion,1701.888,747.914,1,0
GPT4o_persuasion,1402.929,786.034,0,0
GPT4o_persuasion,1317.824,2173.796,1,0
GPT4o_persuasion,995.439,976.974,1,0
GPT4o_persuasion,1533.148,505.563,0,0
GPT4o_persuasion,850.982,1098.045,0,0
GPT4o_persuasion,1322.356,957.872,1,0
GPT4o_persuasion,757.189,585.603,1,0
GPT4o_persuasion,606.328,589.484,0,0
GPT4o_persuasion,571.563,488.833,1,0
GPT4o_persuasion,944.229,1080.391,0,0
GPT4o_persuasion,970.694,432.818,1,0
GPT4o_persuasion,814.964,671.532,1,0
GPT4o_persuasion,496.03,281.014,1,0
GPT4o_persuasion,981.271,987.324,0,0
GPT4o_persuasion,1112.44,646.733,1,0
GPT4o_persuasion,2663.518,685.294,0,0
GPT4o_persuasion,1272.561,745.616,1,0
GPT4o_persuasion,1110.368,369.037,0,0
GPT4o_persuasion,5234.842,1510.919,0,0
GPT4o_persuasion,610.627,373.454,0,0
GPT4o_persuasion,1113.856,694.188,1,0
GPT4o_persuasion,859.048,517.851,0,0
GPT4o_persuasion,487.393,576.24,0,0
GPT4o_persuasion,1856.115,1211.343,1,0
GPT4o_persuasion,3173.746,2261.934,0,0
GPT4o_persuasion,1031.084,554.995,0,0
GPT4o_persuasion,1030.645,603.563,0,0
GPT4o_persuasion,1321.257,1288.033,1,0
GPT4o_persuasion,421.625,420.858,1,0
GPT4o_persuasion,1109.542,902.589,0,0
GPT4o_persuasion,2901.965,1826.145,0,0
GPT4o_persuasion,971.084,1072.602,0,0
GPT4o_persuasion,714.346,168.028,0,0
GPT4o_persuasion,852.143,502.653,1,0
GPT4o_persuasion,1601.401,690.927,1,0
GPT4o_persuasion,655.15,87.92,0,0
GPT4o_persuasion,1336.351,1323.422,1,0
GPT4o_persuasion,2399.516,1067.01,0,0
GPT4o_persuasion,752.271,355.996,0,0
GPT4o_persuasion,886.147,582.871,1,0
GPT4o_persuasion,435.1,129.52,1,0
GPT4o_persuasion,192.021,162.562,0,0
GPT4o_persuasion,825.699,826.416,0,0
GPT4o_persuasion,1271.339,302.965,0,0
GPT4o_persuasion,1018.455,707.362,1,0
GPT4o_persuasion,1062.159,658.598,1,0
GPT4o_persuasion,1131.025,617.287,0,0
GPT4o_persuasion,1984.947,946.734,0,0
GPT4o_persuasion,825.345,435.116,1,0
GPT4o_persuasion,1115.924,897.24,1,0
GPT4o_persuasion,853.169,555.184,1,0
GPT4o_persuasion,1611.913,1324.875,0,0
GPT4o_persuasion,767.906,417.038,0,0
GPT4o_persuasion,1646.481,1764.222,1,0
GPT4o_persuasion,485.388,264.626,0,0
GPT4o_persuasion,878.809,869.947,1,0
GPT4o_persuasion,521.891,457.18,0,0
GPT4o_persuasion,1288.937,658.628,0,0
GPT4o_persuasion,1865.843,880.166,0,0
GPT4o_persuasion,1536.594,1295.348,1,0
GPT4o_persuasion,504.227,722.261,0,0
GPT4o_persuasion,1535.094,668.706,0,0
GPT4o_persuasion,790.735,663.344,1,0
GPT4o_persuasion,1433.426,1262.571,0,0
GPT4o_persuasion,1229.214,1028.174,1,0
GPT4o_persuasion,784.021,473.645,1,0
GPT4o_persuasion,1166.507,1187.703,1,0
GPT4o_persuasion,1559.152,1026.747,1,0
GPT4o_persuasion,1116.674,1766.355,0,0
GPT4o_persuasion,598.381,255.324,1,0
GPT4o_persuasion,1227.592,841.912,0,0
GPT4o_persuasion,589.168,487.236,0,0
GPT4o_persuasion,867.577,1194.71,0,0
GPT4o_persuasion,1242.463,1076.689,0,0
GPT4o_persuasion,2712.102,2673.649,0,0
GPT4o_persuasion,1084.932,311.875,0,0
GPT4o_persuasion,511.526,284.953,1,0
GPT4o_persuasion,1233.431,825.306,1,0
GPT4o_persuasion,1197.715,1242.749,0,0
GPT4o_persuasion,972.823,495.63,0,0
GPT4o_persuasion,1646.815,2004.706,0,0
GPT4o_persuasion,1618.398,760.719,1,0
GPT4o_persuasion,638.037,425.107,1,0
GPT4o_persuasion,876.104,811.697,0,0
GPT4o_persuasion,1708.465,1370.216,1,0
GPT4o_persuasion,840.75,1172.039,1,0
GPT4o_persuasion,1560.981,666.614,0,0
GPT4o_persuasion,866.335,676.403,0,0
GPT4o_persuasion,644.946,336.21,0,0
GPT4o_persuasion,1640.2,1136.909,0,0
GPT4o_persuasion,607.523,328.488,1,0
GPT4o_persuasion,1252.38,1141.442,0,0
GPT4o_persuasion,788.82,528.106,0,0
GPT4o_persuasion,553.556,303.01,1,0
GPT4o_persuasion,1565.887,1794.752,1,0
GPT4o_persuasion,619.272,619.938,0,0
GPT4o_persuasion,290.49,224.626,0,0
GPT4o_persuasion,760.137,404.091,1,0
GPT4o_persuasion,727.62,547.139,0,0
GPT4o_persuasion,1045.657,324.107,0,0
GPT4o_persuasion,1518.814,421.182,1,0
GPT4o_persuasion,1297.721,612.6,0,0
GPT4o_persuasion,749.723,954.991,0,0
GPT4o_persuasion,2803.061,1042.304,0,0
GPT4o_persuasion,1332.336,665.642,0,0
GPT4o_persuasion,2006.614,NaN,0,0
GPT4o_persuasion,1529.323,473.221,0,0
GPT4o_persuasion,757.821,725.116,0,0
GPT4o_persuasion,1202.825,2044.481,1,0
GPT4o_persuasion,1451.387,595.921,1,0
GPT4o_persuasion,1681.896,1039.341,1,0
GPT4o_persuasion,638.519,567.34,0,0
GPT4o_persuasion,2344.043,739.809,1,0
GPT4o_persuasion,697.325,319.118,0,0
GPT4o_persuasion,1101.652,865.592,1,0
GPT4o_persuasion,833.907,627.742,0,0
GPT4o_persuasion,361.934,537.106,1,0
GPT4o_persuasion,1291.819,984.661,0,0
GPT4o_persuasion,2276.155,1406.811,0,0
GPT4o_persuasion,1124.613,1094.087,1,0
GPT4o_persuasion,174.49,336.214,1,0
GPT4o_persuasion,685.952,281.038,1,0
GPT4o_persuasion,1583.159,1746.015,1,0
GPT4o_persuasion,1302.341,1520.218,1,0
GPT4o_persuasion,1342.596,431.572,1,0
GPT4o_persuasion,786.132,836.463,1,0
GPT4o_persuasion,1640.487,1476.396,1,0
GPT4o_persuasion,1207.037,807.052,1,0
GPT4o_persuasion,1692.803,950.898,1,0
GPT4o_persuasion,1329.258,797.266,0,0
GPT4o_persuasion,1321.103,558.834,0,0
GPT4o_persuasion,814.066,387.719,1,0
GPT4o_persuasion,899.008,925.83,0,0
GPT4o_persuasion,807.845,513.691,0,0
GPT4o_persuasion,1378.099,1146.802,0,0
GPT4o_persuasion,1372.709,534.981,1,0
GPT4o_persuasion,1582.198,754.235,1,0
GPT4o_persuasion,599.331,759.611,1,0
GPT4o_persuasion,1338.158,613.373,0,0
GPT4o_persuasion,1256.231,582.292,0,0
GPT4o_persuasion,1098.465,501.554,0,0
GPT4o_persuasion,1276.206,614.871,0,0
GPT4o_persuasion,1250.833,857.458,1,0
GPT4o_persuasion,2186.622,1537.04,1,0
